Asset Tag,Model,Serial,Username,Active Directory Last Logon,Success
6C53GB2 - UNKNOWN,Optiplex 7040,6C53GB2,,1/3/2020 12:41:41 PM,Success
BM6MM22 - UNKNOWN,Optiplex 7020,BM6MM22,,1/20/2020 11:57:50 AM,Success
SP025515391453 - UNKNOWN,Surface Pro,SP025515391453,,,Success
SP013800291453 - UNKNOWN,Surface Pro,SP013800291453,,,Success
3P01J12 - UNKNOWN,Latitude E6440,3P01J12,,8/25/2019 5:35:39 AM,Success
BC6NVP2 - UNKNOWN,Latitude 7490,BC6NVP2,,11/18/2019 10:47:47 AM,Success
7QT0JM2 - UNKNOWN,Precision 3520,7QT0JM2,,,Success
C9TS5L1 - UNKNOWN,Latitude E6400,C9TS5L1,,,Success
FJ50LH2 - UNKNOWN,Precision Tower 5810,FJ50LH2,,,Success
HH4V2H2 - UNKNOWN,Latitude E7470,HH4V2H2,,11/20/2019 8:49:21 AM,Success
5F96R52 - UNKNOWN,Optiplex 7020,5F96R52,,2/5/2020 12:58:31 PM,Success
SP057727792153 - UNKNOWN,Surface Pro,SP057727792153,,,Success
F557SN2 - UNKNOWN,Latitude 5580 (052118),F557SN2,,,Success
GNB7SN2 - UNKNOWN,Latitude 5580 (052118),GNB7SN2,,,Success
F169SN2 - UNKNOWN,Latitude 5580 (52118),F169SN2,,,Success
2757SN2 - UNKNOWN,Latitude 5580 (52118),2757SN2,,,Success
H757SN2 - UNKNOWN,Latitude 5580 (052118),H757SN2,,,Success
DTB7SN2 - UNKNOWN,Latitude 5580 (52118),DTB7SN2,,,Success
5742LV1 - UNKNOWN,Latitude E6420,5742LV1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-58BQJ72 - UNKNOWN,Latitude E5550,STNEAG-58BQJ72,,2/10/2020 5:29:57 PM,Success
6P9R4H2 - UNKNOWN,Latitude 7480,6P9R4H2,,2/5/2020 12:01:55 PM,Success
HH8GJH2 - UNKNOWN,Optiplex 7050,HH8GJH2,,2/5/2020 6:19:32 PM,Success
D00465,Latitude 7450,9GR8Y52,,2/8/2020 8:54:42 AM,Success
6K86PQ2 - UNKNOWN,Latitude 3180,6K86PQ2,,,Success
555HM12 - UNKNOWN,Dell Latitude E5440,555HM12,,,Success
FM80JM2 - UNKNOWN,Precision 3520,FM80JM2,,,Success
MJ06NJKS - UNKNOWN,Lenovo M710Q,MJ06NJKS,,,Success
6HC2V12 - UNKNOWN,Optiplex 7010,6HC2V12,,2/3/2020 3:16:49 AM,Success
C4M7XH2 - UNKNOWN,Optiplex 7050,C4M7XH2,,8/18/2019 7:55:47 PM,Success
7K3GNM1 - UNKNOWN,Latitude E6510,7K3GNM1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
991RZV2 - UNKNOWN,Optiplex 7060,991RZV2,,2/7/2020 4:31:10 PM,Success
990XZV2 - UNKNOWN,Optiplex 7060,990XZV2,,2/10/2020 2:47:04 PM,Success
1VJ2C42 - UNKNOWN,Optiplex 9020,1VJ2C42,,2/10/2020 6:52:47 AM,Success
9J91PN2 - UNKNOWN,Latitude 5580,9J91PN2,,2/4/2020 2:25:06 PM,Success
FSC0P12 - UNKNOWN,Latitude E5440,FSC0P12,,11/26/2019 3:05:25 AM,Success
sp014651482953 - UNKNOWN,Suface Pro,sp014651482953,,,Success
1B111N2 - UNKNOWN,Latitude 5480,1B111N2,,,Success
6WJHR32 - UNKNOWN,Latitude E6440,6WJHR32,,2/3/2020 4:57:41 AM,Success
92DHLH2 - UNKNOWN,Latitude 7480,92DHLH2,,2/5/2020 1:35:08 PM,Success
1J46JM2 - UNKNOWN,Latitude 7480,1J46JM2,,7/15/2019 3:16:29 PM,Success
9YLSXK2 - UNKNOWN,Optiplex 7050,9YLSXK2,,2/6/2020 12:47:11 PM,Success
D8SQ2R1 - UNKNOWN,Latitude E6320,D8SQ2R1,,,Success
JGD72X2 - UNKNOWN,Latitude 7490,JGD72X2,,2/9/2020 4:46:03 PM,Success
HWHPPF2 - UNKNOWN,Precision 3510,HWHPPF2,,,Success
286RXG2 - UNKNOWN,Optiplex 7040,286RXG2,,7/11/2019 11:49:04 AM,Success
H1ZJ1X2 - UNKNOWN,Sarah - XPS 13 9380 (7/2019),H1ZJ1X2,,,Success
R9-0LJJXE - UNKNOWN,Lenova Thinkpad X1 Carbon,R9-0LJJXE,,,Success
G3FHHK2 - UNKNOWN,Optiplex 7050,G3FHHK2,,2/7/2020 1:51:10 AM,Success
14246S2 - UNKNOWN,Latitude 5590,14246S2,,2/10/2020 10:51:49 AM,Success
AC600292473080 - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC600292473080,,,Success
AC60029244E6D7 - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC60029244E6D7,,,Success
AC60029245C1A5 - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC60029245C1A5,,,Success
AC60029245C1B9 - UNKNOWN,Acer TravelMate Training Room Laptops,AC60029245C1B9,,,Success
DQ8CHS1 - UNKNOWN,Optiplex 790,DQ8CHS1,,2/7/2020 12:06:10 PM,Success
B7N58H2 - UNKNOWN,Latitude 5480,B7N58H2,,,Success
92213X2 - UNKNOWN,Latitude 7490,92213X2,,2/6/2020 8:36:08 PM,Success
B12ZXT2 - UNKNOWN,ACT 40 Latitude 7390  (042519),B12ZXT2,,,Success
7F0FBS1 - UNKNOWN,Latitude E6520,7F0FBS1,,2/6/2020 7:52:59 PM,Success
DRZ72H2 - UNKNOWN,Latitude 3180,DRZ72H2,,,Success
5SZ72H2 - UNKNOWN,Latitude 3180,5SZ72H2,,,Success
SP037036292253 - UNKNOWN,Surface Pro Model 1807,SP037036292253,,,Success
BZW4VN2 - UNKNOWN,Latitude 7480,BZW4VN2,,12/9/2019 9:37:40 AM,Success
BM6HM12 - UNKNOWN,Precision E6540,BM6HM12,,,Success
3JN43X2 - UNKNOWN,Latitude 7490,3JN43X2,,2/6/2020 2:32:53 PM,Success
6ZC3RS1 - UNKNOWN,Dell XPS,6ZC3RS1,,,Success
DXHNKH2 - UNKNOWN,Optiplex 7050,DXHNKH2,,2/7/2020 12:29:22 AM,Success
DXJJKH2 - UNKNOWN,Optiplex 7050,DXJJKH2,,2/5/2020 11:02:41 PM,Success
83116Y2 - UNKNOWN,Rebecca - XPS 13 9380 (7/2019),83116Y2,,,Success
HK01J12 - UNKNOWN,Latitude E6400,HK01J12,,,Success
FP1ZCP2 - UNKNOWN,Optiplex 7050,FP1ZCP2,,2/4/2020 2:25:39 PM,Success
FP1YCP2 - UNKNOWN,Optiplex 7050,FP1YCP2,,2/6/2020 1:55:54 PM,Success
AC9829A649813D - UNKNOWN,Acer Aspire A517-51,AC9829A649813D,,,Success
8QNM6Y2 - UNKNOWN,Gladis - XPS 13 9380 (8/2019),8QNM6Y2,,,Success
9YLTXK2 - UNKNOWN,Optiplex 7050,9YLTXK2,,8/26/2019 3:47:01 AM,Success
69RGTC2 - UNKNOWN,Latitude 7470,69RGTC2,,2/10/2020 8:24:42 PM,Success
9LF54F2 - UNKNOWN,Latitude 3580,9LF54F2,,11/23/2019 2:39:26 PM,Success
C3XCRC2 - UNKNOWN,Latitude E5570,C3XCRC2,,,Success
1GCFQN2 - UNKNOWN,Latitude 5580,1GCFQN2,,1/22/2020 12:06:31 AM,Success
3B6RRQ2 - UNKNOWN,Latitude 7490,3B6RRQ2,,2/4/2020 12:37:09 PM,Success
7FCCR32 - UNKNOWN,Latitude 7450,7FCCR32,,2/10/2020 2:48:56 PM,Success
2HLSPQ2 - UNKNOWN,Latitude 7480,2HLSPQ2,,1/17/2020 3:17:09 PM,Success
9NRWPN1 - UNKNOWN,Optiplex 780,9NRWPN1,,2/6/2020 12:19:35 PM,Success
5HNY6Y2 - UNKNOWN,Latitude 5500,5HNY6Y2,,,Success
CS0Z6Y2 - UNKNOWN,Latitude 5500,CS0Z6Y2,,,Success
4NLHRY1 - UNKNOWN,Latitude E6530,4NLHRY1,,1/31/2020 10:45:28 AM,Success
1K90H72 - UNKNOWN,Latitude E5450,1K90H72,,1/18/2020 2:35:59 PM,Success
SP011803192353 - UNKNOWN,Surface Pro 6,SP011803192353,,,Success
9YMDHL2 - UNKNOWN,Optiplex 7050,9YMDHL2,,2/5/2020 3:00:16 AM,Success
448SBY1 - UNKNOWN,Optiplex 7010,448SBY1,,8/16/2019 10:59:04 AM,Success
BS2Z8Y1 - UNKNOWN,Optiplex 9010,BS2Z8Y1,,2/9/2020 3:38:56 AM,Success
BS2Y8Y1 - UNKNOWN,Optiplex 9010,BS2Y8Y1,,2/9/2020 11:44:25 PM,Success
CZ45QN2 - UNKNOWN,Latitude 7480,CZ45QN2,,12/12/2019 10:56:01 AM,Success
9HTSRW1 - UNKNOWN,Optiplex 7010,9HTSRW1,,10/28/2019 5:22:20 AM,Success
HZMHM12 - UNKNOWN,Latitude E6440,HZMHM12,,2/5/2020 3:00:11 AM,Success
3JN3F12 - UNKNOWN,Latitude E6440,3JN3F12,,11/27/2019 10:50:22 AM,Success
CPDXCP1 - UNKNOWN,Latitude E6510,CPDXCP1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
8LRL7W1 - UNKNOWN,Latitude E6430,8LRL7W1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
1KJW7Y2 - UNKNOWN,Latitude 7490,1KJW7Y2,,2/9/2020 2:19:47 PM,Success
23YPRW1 - UNKNOWN,Optiplex 9010,23YPRW1,,2/8/2020 8:50:54 AM,Success
13NBVP2 - UNKNOWN,Latitude 7490,13NBVP2,,2/9/2020 8:36:29 PM,Success
30VQZQ1 - UNKNOWN,OptiPlex 990,30VQZQ1,,1/19/2020 8:50:06 PM,Success
2NSLM02 - UNKNOWN,Optiplex 7010,2NSLM02,,9/26/2019 12:45:02 AM,Success
BY5H4M2 - UNKNOWN,Latitude 5580,BY5H4M2,,12/3/2019 2:31:38 PM,Success
2MGGM02 - UNKNOWN,Optiplex 7010,2MGGM02,,2/6/2020 1:48:05 PM,Success
D00654,Latitude 5450,C9LFZ52,,12/9/2019 2:51:29 PM,Success
BS1T3V1 - UNKNOWN,Optiplex 790,BS1T3V1,,2/10/2020 11:27:01 AM,Success
7P47GQ2 - UNKNOWN,Optiplex 7050,7P47GQ2,,2/6/2020 3:26:05 PM,Success
3TC1JM2 - UNKNOWN,Precision 3520,3TC1JM2,,,Success
SP015330263453 - UNKNOWN,Surface Pro,SP015330263453,,,Success
9RT8TT2 - UNKNOWN,SRI,9RT8TT2,,,Success
DR34PQ2 - UNKNOWN,Latitude 3180,DR34PQ2,,,Success
CFQ7GB2 - UNKNOWN,Optiplex 7040,CFQ7GB2,,2/10/2020 4:22:14 PM,Success
9YKCHL2 - UNKNOWN,Optiplex 7050,9YKCHL2,,2/6/2020 6:43:13 PM,Success
FVML5Q2 - UNKNOWN,Dell XPS 13,FVML5Q2,,,Success
7FNNXM2 - UNKNOWN,Optiplex 7050,7FNNXM2,,2/5/2020 3:00:28 AM,Success
6613Z12 - UNKNOWN,Optiplex 7010,6613Z12,,2/5/2020 8:24:26 AM,Success
6632Z12 - UNKNOWN,Optiplex 7010,6632Z12,,11/21/2019 6:45:55 PM,Success
7FFPJM2 - UNKNOWN,Christopher - Latitude 5580 (Ref. 8/2019),7FFPJM2,,,Success
JBT97Y2 - UNKNOWN,Latitude 7490,JBT97Y2,,2/10/2020 1:48:09 AM,Success
5HT97Y2 - UNKNOWN,Latitude 7490,5HT97Y2,,2/8/2020 2:49:08 PM,Success
9Q341Q2 - UNKNOWN,Precision 3630,9Q341Q2,,12/19/2019 1:55:08 PM,Success
J6T97Y2 - UNKNOWN,Latitude 7490,J6T97Y2,,2/10/2020 2:01:47 AM,Success
1GC8NQ2 - UNKNOWN,Latitude 5590,1GC8NQ2,,1/10/2020 4:36:27 PM,Success
8BNXHQ1 - UNKNOWN,Optiplex 790,8BNXHQ1,,10/8/2019 3:07:07 PM,Success
STNEAG-9DCWMH2 - UNKNOWN,Richard - XPS 13 (Ref. 1/2019),STNEAG-9DCWMH2,,,Success
2F2LJH2 - UNKNOWN,8-19-2019,2F2LJH2,,,Success
2F50KH2 - UNKNOWN,8-19-2019,2F50KH2,,,Success
C10094,Optiplex 7020,CG5ZR22,dar05002,1/31/2020 4:34:56 PM,Success
2F1LJH2 - UNKNOWN,8-19-2019,2F1LJH2,,,Success
5JP7F12 - UNKNOWN,Latitude 7440,5JP7F12,,12/7/2019 4:41:07 AM,Success
GSQJMQ2 - UNKNOWN,Latitude 7490,GSQJMQ2,,1/29/2020 9:20:57 AM,Success
8R34PQ2 - UNKNOWN,Latitude 3180,8R34PQ2,,,Success
3L86PQ2 - UNKNOWN,Latitude 3180,3L86PQ2,,,Success
FJZJR22 - UNKNOWN,Optiplex 7020,FJZJR22,,2/6/2020 6:25:23 PM,Success
76S3282 - UNKNOWN,Dec 2015,76S3282,,,Success
2F51KH2 - UNKNOWN,8-19-2019,2F51KH2,,,Success
2F1ZJH2 - UNKNOWN,8-19-2019,2F1ZJH2,,,Success
2F3GJH2 - UNKNOWN,8-19-2019,2F3GJH2,,,Success
SP035488792553 - UNKNOWN,Surface Pro 6,SP035488792553,,,Success
9YLFHL2 - UNKNOWN,Optiplex 7050,9YLFHL2,,2/3/2020 12:55:02 PM,Success
H5NYN32 - UNKNOWN,Latitude E5440,H5NYN32,,12/2/2019 2:30:41 PM,Success
5JHGFB2 - UNKNOWN,Optiplex 7020,5JHGFB2,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
1Z47Z22 - UNKNOWN,Optiplex 7020,1Z47Z22,,2/6/2020 8:40:26 PM,Success
9M34PQ2 - UNKNOWN,Latitude 3180,9M34PQ2,,,Success
5F37PQ2 - UNKNOWN,Latitude 3180,5F37PQ2,,,Success
GB7PLL1 - UNKNOWN,Optiplex 960,GB7PLL1,,,Success
3Q34PQ2 - UNKNOWN,Latitude 3180,3Q34PQ2,,,Success
6HD1V12 - UNKNOWN,Optiplex 7010,6HD1V12,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
5JKKFB2 - UNKNOWN,Optiplex 7020,5JKKFB2,,2/6/2020 4:13:23 PM,Success
4QXLK02 - UNKNOWN,Optiplex 9020,4QXLK02,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
3Q7BRC2 - UNKNOWN,Latitude E5570,3Q7BRC2,,,Success
3JF6PQ2 - UNKNOWN,Latitude 3180,3JF6PQ2,,,Success
SP006764583957 - UNKNOWN,Surface Laptop 2,SP006764583957,,,Success
22HKY52 - UNKNOWN,Latitude 7450,22HKY52,,2/7/2020 8:27:57 PM,Success
HF86PQ2 - UNKNOWN,Latitude 3180,HF86PQ2,,,Success
JKQ791IF800087L - UNKNOWN,Samsung,JKQ791IF800087L,,,Success
AC9829A64981FD - UNKNOWN,Acer Aspire A517-51,AC9829A64981FD,,,Success
BMGFPM1 - UNKNOWN,Optiplex 780,BMGFPM1,,11/25/2019 2:41:12 PM,Success
7z6rf12 - UNKNOWN,C Latitude E6540 (Reinstalled on 22019),7z6rf12,,,Success
D2D6F42 - UNKNOWN,Library,D2D6F42,,,Success
W55799,OptiPlex 990,1WY4HS1,jav04004,2/8/2020 3:14:35 AM,Success
JK86PQ2 - UNKNOWN,Latitude 3180,JK86PQ2,,,Success
8P7BRC2 - UNKNOWN,Latitude E5570,8P7BRC2,,,Success
7TQNG42 - UNKNOWN,Optiplex 7020,7TQNG42,,1/31/2020 3:20:31 AM,Success
7ZLZM12 - UNKNOWN,Latitude E6440,7ZLZM12,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-2H5HV12 - UNKNOWN,Optiplex 9020,STNEAG-2H5HV12,,11/15/2019 1:46:13 PM,Success
9YKTXK2 - UNKNOWN,Optiplex 7050,9YKTXK2,,2/3/2020 11:48:40 AM,Success
4HF6PQ2 - UNKNOWN,Latitude 3180,4HF6PQ2,,,Success
94MW562 - UNKNOWN,Dell Precision M3800,94MW562,,,Success
AC9829A6498138 - UNKNOWN,Acer Aspire A517-51,AC9829A6498138,,,Success
DXJKKH2 - UNKNOWN,Optiplex 7050,DXJKKH2,,1/31/2020 10:32:17 AM,Success
5S9J1S2 - UNKNOWN,Optiplex 7060,5S9J1S2,,2/10/2020 3:53:19 PM,Success
87FFTQ2 - UNKNOWN,Latitude 7940,87FFTQ2,,,Success
W51535,Latitude E4310,32PGPM1,,12/12/2019 4:18:01 PM,Success
DXJGKH2 - UNKNOWN,Optiplex 7050,DXJGKH2,,1/30/2020 11:22:16 PM,Success
HS8P082 - UNKNOWN,Optiplex 9020,HS8P082,,2/10/2020 11:39:17 AM,Success
DGXN8Y1 - UNKNOWN,Optiplex 7010,DGXN8Y1,,10/1/2019 3:15:15 PM,Success
H2H9XW1 - UNKNOWN,Latitude E6430,H2H9XW1,,9/9/2019 1:19:07 PM,Success
G4KPL32 - UNKNOWN,Latitude E6440,G4KPL32,,9/9/2019 3:38:59 PM,Success
SP008774291857 - UNKNOWN,MS Surface Laptop 2,SP008774291857,,,Success
F9LFZ52 - UNKNOWN,Latitude E5450,F9LFZ52,,2/3/2020 1:39:55 PM,Success
GR7RRN2 - UNKNOWN,Latitude 7480,GR7RRN2,,1/4/2020 12:47:09 PM,Success
G99LPY2 - UNKNOWN,Optiplex 7060,G99LPY2,,2/6/2020 7:04:04 AM,Success
6BX0GB2 - UNKNOWN,Optiplex 7040,6BX0GB2,,2/6/2020 12:27:06 PM,Success
C6DD2Z2 - UNKNOWN,Latitude 7490,C6DD2Z2,,9/12/2019 2:54:58 PM,Success
595L4Q2 - UNKNOWN,Latitude 7480,595L4Q2,,2/6/2020 10:28:58 AM,Success
7MFZJX1 - UNKNOWN,Latitude E5430,7MFZJX1,,1/16/2020 5:12:35 AM,Success
1M8LWW1 - UNKNOWN,Latitude E6430,1M8LWW1,,4/6/2019 3:55:01 PM,Success
1KD5JM2 - UNKNOWN,Latitude 7480,1KD5JM2,,2/5/2020 8:21:53 AM,Success
1ZV94Z2 - UNKNOWN,task sequence test,1ZV94Z2,,,Success
7YLTHL2 - UNKNOWN,Optiplex 7050,7YLTHL2,,2/6/2020 7:00:58 PM,Success
9P7QHT2 - UNKNOWN,TBDeployed,9P7QHT2,,,Success
FWH8V32 - UNKNOWN,XPS 13 Dell Loaner,FWH8V32,,,Success
1K644C2 - UNKNOWN,Latitude 3570,1K644C2,,,Success
2C1BZM2 - UNKNOWN,Latitude 5580,2C1BZM2,,2/4/2020 11:33:06 AM,Success
CMGV0Z2 - UNKNOWN,Latitude 7490,CMGV0Z2,,2/8/2020 8:25:57 PM,Success
DXJHKH2 - UNKNOWN,Optiplex 7050,DXJHKH2,,2/3/2020 12:14:16 AM,Success
2DGDRC2 - UNKNOWN,Latitude E5570,2DGDRC2,,,Success
AC3065EC963030 - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC3065EC963030,,,Success
AC3065EC963079 - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC3065EC963079,,,Success
AC60204130766 - UNKNOWN,Acer TravelMate Training Room Laptops,AC60204130766,,,Success
JSTSNC2 - UNKNOWN,Latitude E7250,JSTSNC2,,,Success
BSY4CM2 - UNKNOWN,Optiplex 7050,BSY4CM2,,2/5/2020 3:53:17 PM,Success
5LYD7X2 - UNKNOWN,Optiplex 7060,5LYD7X2,,2/4/2020 4:01:25 PM,Success
GJQ77X2 - UNKNOWN,Optiplex 7060,GJQ77X2,,2/8/2020 8:35:43 PM,Success
76ZJJ12 - UNKNOWN,Latitude E6440,76ZJJ12,,2/9/2020 12:02:59 PM,Success
GN8JPY2 - UNKNOWN,Optiplex 7070,GN8JPY2,jpd98001,2/4/2020 9:25:56 PM,Success
DZTMVT2 - UNKNOWN,Dell XPS 15-inch,DZTMVT2,,,Success
FM7B0Z2 - UNKNOWN,Latitude 7400,FM7B0Z2,,2/3/2020 8:17:25 PM,Success
99771Z2 - UNKNOWN,Stephanie - Latitude 7300 (10/2019),99771Z2,,,Success
PF1XEWRS - UNKNOWN,Lenovo Thinkpad,PF1XEWRS,,,Success
STNEAG-9J5PL32 - UNKNOWN,Latitude E6440,STNEAG-9J5PL32,,11/12/2019 6:43:46 PM,Success
STNEAG-7B7RK12 - UNKNOWN,Noel - E6540,STNEAG-7B7RK12,,,Success
STNEAG-7FCCR32 - UNKNOWN,Latitude 7450,STNEAG-7FCCR32,,7/19/2019 10:06:58 AM,Success
STNEAG-9RGCR32 - UNKNOWN,Latitude 7450,STNEAG-9RGCR32,,8/16/2019 12:10:52 PM,Success
STNEAG-BK34R32 - UNKNOWN,Latitude 7450,STNEAG-BK34R32,,8/14/2019 2:52:11 PM,Success
HJR2V32 - UNKNOWN,Latitude E6449,HJR2V32,,,Success
STNEAG-032618151353 - UNKNOWN,Brandi - Microsoft Surface Pro 3,STNEAG-032618151353,,,Success
STNEAG-6H0ZL32 - UNKNOWN,Sandy - XPS 13,STNEAG-6H0ZL32,,,Success
STNEAG-8VKKG12 - UNKNOWN,Latitude E6440,STNEAG-8VKKG12,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-2FHKG12 - UNKNOWN,Latitude E6440,STNEAG-2FHKG12,,1/16/2020 6:18:43 PM,Success
STNEAG-BWH6M32 - UNKNOWN,Betsy - Dell Precision M6800 laptop -> Daniel Long,STNEAG-BWH6M32,,,Success
STNEAG-79PHLX1 - UNKNOWN,Joseph - E6320,STNEAG-79PHLX1,,,Success
STNEAG-4HHKG12 - UNKNOWN,Latitude E6440,STNEAG-4HHKG12,,8/20/2019 11:00:10 AM,Success
STNEAG-G263FZ1 - UNKNOWN,Optiplex 7010,STNEAG-G263FZ1,,2/6/2020 3:01:03 AM,Success
STNEAG-33VMR22 - UNKNOWN,Optiplex 9020,STNEAG-33VMR22,,7/31/2019 6:12:36 AM,Success
J0BP9Z2 - UNKNOWN,Allison - IES Data Computer (9/2019),J0BP9Z2,,,Success
STNEAG-1BFCJ02 - UNKNOWN,Optiplex 7010,STNEAG-1BFCJ02,,1/13/2020 9:46:23 AM,Success
SP034787653053 - UNKNOWN,Surface Pro 3,SP034787653053,,,Success
STNEAG-000983160853 - UNKNOWN,Gladis - Microsoft Surface Pro 4,STNEAG-000983160853,,,Success
1N38N72 - UNKNOWN,Latitude E5470,1N38N72,,,Success
1HXYFC2 - UNKNOWN,Latitude E7470,1HXYFC2,,2/6/2020 9:21:52 PM,Success
9NMWPN1 - UNKNOWN,Optiplex 780,9NMWPN1,,2/6/2020 8:02:07 PM,Success
STNEAG-28BQJ72 - UNKNOWN,Latitude E5550,STNEAG-28BQJ72,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-JM8JH12 - UNKNOWN,Gladis - Dell E7240 brought to UCONN from USF Grant,STNEAG-JM8JH12,,,Success
HBJ8KS1 - UNKNOWN,Optiplex 790,HBJ8KS1,,1/31/2020 1:21:18 PM,Success
STNEAG-HCC1GC2 - UNKNOWN,Rachelle - Dell E7470 256GB,STNEAG-HCC1GC2,,,Success
STATH-17LQKM1 - UNKNOWN,Optiplex 780,STATH-17LQKM1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
7GXTMC2 - UNKNOWN,Latitude E7270,7GXTMC2,,2/9/2020 12:27:39 AM,Success
4DJPPC2 - UNKNOWN,Latitude E7470,4DJPPC2,,2/6/2020 2:16:23 PM,Success
WS-005218562852 - UNKNOWN,C02518,WS-005218562852,,,Success
STNEAG-C329TZ1 - UNKNOWN,Latitude E6430,STNEAG-C329TZ1,,2/6/2020 3:26:27 AM,Success
C1K5QF2 - UNKNOWN,Latitude E7470,C1K5QF2,,2/6/2020 4:31:05 PM,Success
12PSJS1 - UNKNOWN,Optiplex 7020,12PSJS1,,1/30/2020 11:27:49 AM,Success
2WBZTF2 - UNKNOWN,Latitude E7470,2WBZTF2,,10/5/2019 9:37:32 AM,Success
2XG8V52 - UNKNOWN,Optiplex 9020,2XG8V52,,2/10/2020 11:27:44 PM,Success
STNEAG-CTHPKB2 - UNKNOWN,Optiplex 7040,STNEAG-CTHPKB2,,2/11/2020 1:22:33 AM,Success
STNEAG-FHY4CH2 - UNKNOWN,Optiplex 7040,STNEAG-FHY4CH2,,2/10/2020 6:44:05 PM,Success
4L8W5H2 - UNKNOWN,Latitude 7480,4L8W5H2,,1/24/2020 6:54:49 AM,Success
STNEAG-2K1VLJ1 - UNKNOWN,Nicole - Dell Optiplex 960,STNEAG-2K1VLJ1,,,Success
STNEAG-047436462353 - UNKNOWN,Kaitlin - Microsoft Surface Pro 4 - 01/2016,STNEAG-047436462353,,,Success
9HFKVV1 - UNKNOWN,Optiplex 790,9HFKVV1,,10/31/2019 3:52:43 PM,Success
68YGMS1 - UNKNOWN,OptiPlex 990,68YGMS1,,2/5/2020 1:24:44 PM,Success
1PNV3M2 - UNKNOWN,Latitude 7280,1PNV3M2,,2/8/2020 6:21:24 PM,Success
STNEAG-047962762653 - UNKNOWN,Victoria (EPSY GA) - Microsoft Surface Pro 4,STNEAG-047962762653,,,Success
STNEAG-3J9NYM2 - UNKNOWN,Sandra - XPS 13 9370 Rose Gold,STNEAG-3J9NYM2,,,Success
7WMPGV1 - UNKNOWN,Latitude E6420,7WMPGV1,,9/8/2019 5:58:36 AM,Success
48VXRN2 - UNKNOWN,XPS 13 9370,48VXRN2,,,Success
CLASWB02 - UNKNOWN,Test and Build server,CLASWB02,,,Success
2JDMXY1 - UNKNOWN,Latitude E5430,2JDMXY1,,1/2/2020 6:16:33 PM,Success
HXLNMN2 - UNKNOWN,Optiplex 7050,HXLNMN2,,2/7/2020 12:35:46 AM,Success
DJQNKP2 - UNKNOWN,Fit Tester,DJQNKP2,,,Success
HXLQMN2 - UNKNOWN,Optiplex 7050,HXLQMN2,,2/6/2020 4:19:47 PM,Success
WS-020627444653 - UNKNOWN,Public Safety IT,WS-020627444653,,,Success
AC3065EC96308B - UNKNOWN,Acer Aspire E1 Training Room Laptops,AC3065EC96308B,,,Success
SP023491251053 - UNKNOWN,Surface Pro 3,SP023491251053,,,Success
D00701,C - Latitude E5450 (090618),91D1562,lrf00001,,Success
8P7RRN2 - UNKNOWN,Latitude 7480,8P7RRN2,,2/6/2020 2:22:12 AM,Success
19FRRN2 - UNKNOWN,Latitude 7480,19FRRN2,,1/31/2020 4:09:41 PM,Success
33G1DP2 - UNKNOWN,Optiplex 7050,33G1DP2,,12/24/2019 1:05:30 AM,Success
33H1DP2 - UNKNOWN,Optiplex 7050,33H1DP2,,12/23/2019 11:12:35 PM,Success
STNEAG-B0DND42 - UNKNOWN,Optiplex 9020,STNEAG-B0DND42,,2/10/2020 3:28:51 PM,Success
WS-046951342453 - UNKNOWN,Jared Dewey IT,WS-046951342453,,,Success
46XZVP2 - UNKNOWN,Optiplex 7050,46XZVP2,,12/22/2019 3:38:58 AM,Success
473YVP2 - UNKNOWN,Optiplex 7050,473YVP2,,12/22/2019 1:46:56 PM,Success
46ZYVP2 - UNKNOWN,Optiplex 7050,46ZYVP2,,12/23/2019 7:45:53 PM,Success
46VYVP2 - UNKNOWN,Optiplex 7050,46VYVP2,,12/22/2019 5:17:54 PM,Success
46WYVP2 - UNKNOWN,Optiplex 7050,46WYVP2,,12/23/2019 9:03:30 PM,Success
CBTXCX1 - UNKNOWN,Optiplex 9010,CBTXCX1,,1/28/2020 2:13:04 PM,Success
4742WP2 - UNKNOWN,Optiplex 7050,4742WP2,,12/20/2019 6:15:26 PM,Success
46TXVP2 - UNKNOWN,Optiplex 7050,46TXVP2,,12/22/2019 5:06:58 PM,Success
46P3WP2 - UNKNOWN,Optiplex 7050,46P3WP2,,12/24/2019 1:39:55 AM,Success
